Country,City,Platform City URL,Hotel Name,MakeMyTrip Link,Booking.com Link,Agoda Link,Hotel Image URL,Image Source Type,Bathtub Amenity Confirmed,Tub / Suite Type,Rating,Reviews Count,Audit Status (Pass/Fix),Reviewer Notes
"India","Panvel","https://www.hotelswithbathtubs.com/india/panvel","Hotel Raaj Resort","https://www.makemytrip.com/hotels/hotel_raaj_resort-details-panvel.html","https://www.booking.com/hotel/in/hotel-raaj-resort.html","https://www.agoda.com/hotel-raaj-resort/hotel/panvel-in.html","/assets/hotel-raaj-resort-panvel.webp","Verified Blob Storage","YES","Bathtub / Jacuzzi Suite","4.8","100+","READY FOR REVIEW",""
"India","Panvel","https://www.hotelswithbathtubs.com/india/panvel","Raaj Resort","https://www.makemytrip.com/hotels/raaj_resort-details-panvel.html","https://www.booking.com/hotel/in/raaj-resort.html","https://www.agoda.com/raaj-resort/hotel/panvel-in.html","/assets/bathtub-room-raaj-resort-panvel.webp","Verified Blob Storage","YES","Bathtub / Jacuzzi Suite","4.8","100+","READY FOR REVIEW",""
